,RESEARCH_ASSET_ID,ASSET_TITLE,ASSET_SUBTITLE,ASSET_DOI,ASSET_PMID,ASSET_ISBN,ASSET_EISBN,ASSET_PMCID,ASSET_GOVTNUM,ASSET_PUBLISHER,ASSET_PUBLICATIONPLACE,ASSET_PUBLISHDATE,ASSET_AVAILDATE,ASSET_ACCEPTDATE,ASSET_COPYRIGHTDATE,ASSET_CREATEDATE,ASSET_OPENINGDATE,ASSET_PERFORMANCEDATE,ASSET_RESTYPE,ASSET_RESSUBTYPE,ASSET_KEYWORDS,ASSET_PEEREVIEW,ASSET_LANG,ASSET_ABSTRACT,ASSET_COPYRIGHT,ASSET_LICENSECODE,ASSET_ACCESSRIGHT,ASSET_ACCESSRIGHTDATE,ASSET_AFFILIATION,ASSET_GRANTNOTE,ASSET_ORIGASSET_ID,ASSET_SUBMITDATE,ASSET_ORIG_REPOSITORYNAME,ASSET_PAGES,ASSET_SIZE,ASSET_EXTENT,ASSET_FORMAT,ASSET_EDITION,ASSET_SUBJECT,ASSET_SDG,ASSET_OPENACCESS,ASSET_OPENACCESSSTATUS,ASSET_PRVNCE,ASSET_ALTTITLE,ASSET_TRANSLATTI,ASSET_OTHERTIT,ASSET_SERIES,ASSET_VOLNUM,ASSET_IDURI,ASSET_HANDLE,ASSET_IDOTHER,ASSET_IDPQDT,ASSET_ARXIV,ASSET_DATESUB,ASSET_DATEUPD,ASSET_DATEVALID,ASSET_DATEEPUB,ASSET_DATEPOSTED,ASSET_DATEOTHER,ASSET_DATEAPP,ASSET_DATECOMPL,ASSET_DATEDEGREE,ASSET_DATEDEF,ASSET_DATEPRESNT,ASSET_CONFNAME,ASSET_CONFNUM,ASSET_CONFLOC,ASSET_CONFDAT,ASSET_EVNTNAM,ASSET_EVNTLOC,ASSET_EVNTDAT,ASSET_EVNTTYP,ASSET_EVNTNUM,ASSET_DGRGRANT,ASSET_DGRLEVEL,ASSET_DGRNAME,ASSET_PRIMARYSUBJ,ASSET_SECONDARYSUBJ,ASSET_PAGESUNPAGINATED,ASSET_APPLICATIONDATE,ASSET_RENEWEDDATE,ASSET_PATENT_STATUS,ASSET_PATENT_NUMBER,ASSET_PATENT_ABBREVNUM,ASSET_PATENT_KINDCODE,ASSET_PATENT_APPLICATIONNUM,ASSET_PATENT_APPLICATIONCODE,ASSET_PATENT_AGENCY,ASSET_WOS,ASSET_SCOPUS,ASSET_ARK,ASSET_SICI,ASSET_RNO,ASSET_ISMN,ASSET_PORTAL_VISIBILITY,ASSET_IDENTIFIER_ADDITIONAL01,ASSET_PROFILE_VISIBILITY,ASSET_IDENTIFIER_ADDITIONAL02,ASSET_COMMENT,ASSET_IDENTIFIER_ADDITIONAL03,ASSET_METHODS,ASSET_IDENTIFIER_ADDITIONAL04,ASSET_SERIESINFO,ASSET_IDENTIFIER_ADDITIONAL05,ASSET_EDUCTNLEVEL,ASSET_IDENTIFIER_ADDITIONAL06,ASSET_INSTRUCTMETHOD,ASSET_IDENTIFIER_ADDITIONAL07,ASSET_TECHINFO,ASSET_IDENTIFIER_ADDITIONAL08,ASSET_SPATIALDESC,ASSET_IDENTIFIER_ADDITIONAL09,ASSET_TEMPORALDESC,ASSET_OTHERDESC,ASSET_BIBLIOGRAPH,ASSET_COVERAGE,ASSET_ILLUSTRATION,ASSET_DATECOLLECT,ASSET_DATEISSUE,ASSET_DATERENEW,ASSET_ANZTOA,ASSET_COURSENAME,ASSET_COURSENUMB,ASSET_LEARNTIME,ASSET_MOBILCOMPAT,ASSET_SRCCODEAVAIL,ASSET_SERIESNUMBER,ASSET_PUBSEASON,ASSET_DGRSEASON,ASSET_DGRPRG,ASSET_LOCLFLD1,ASSET_LOCLFLD2,ASSET_LOCLFLD3,ASSET_LOCLFLD4,ASSET_LOCLFLD5,ASSET_LOCLFLD6,ASSET_LOCLFLD7,ASSET_LOCLFLD8,ASSET_LOCLFLD9,ASSET_LOCLFLD10,ASSET_LOCLFLD11,ASSET_LOCLFLD12,ASSET_LOCLFLD13,ASSET_LOCLFLD14,ASSET_LOCLFLD15,ASSET_PROJTYPE,ASSET_AUDIENCE,PRTOF_EPAGE,PRTOF_SPAGE,PRTOF_ISSUE,PRTOF_ARTICLENUMBER,PRTOF_VOL,PRTOF_ISSN,PRTOF_EISSN,PRTOF_ISBN,PRTOF_EISBN,PRTOF_TITLE,PRTOF_DOI,PRTOF_PAGES,PRTOF_NLMABRV,CREATOR_FAMNAME,CREATOR_GIVNAME,CREATOR_MIDNAME,CREATOR_NAMESUF,CREATOR_AFFILIATION,CREATOR_EMAIL,CREATOR_RESEARCHERID,CREATOR_ORCID,CREATOR_PRIMARYID,CREATOR_BRCODE,CREATOR_ADDITIONAL,OCREATOR_ORGANIZATION,CONT_TYPE,CONT_CONTNAME,CONT_FAMNAME,CONT_GIVNAME,CONT_MIDNAME,CONT_NAMESUF,CONT_AFFILIATION,CONT_EMAIL,CONT_RESEARCHERID,CONT_ORCID,CONT_PRIMARYID,CONT_BRCODE,CONT_ADDITIONAL,OCONT_ORGANIZATION,LINK_LINKURL,LINK_LINKTITLE,LINK_LINKDESC,LINK_CONTENTTYPE,LINK_LINKLCNSE,LINK_LINKRIGHTS,LINK_LINKOWN,LINK_ORDER,LINK_DISPLAY_IN_VIEWER,FILE_FILEURL,FILE_DESCRIPTION,FILE_DISPLAY_NAME,FILE_CONTENTTYPE,FILE_ORDER,FILE_RIGHTS,FILE_RIGHTS_REASON,FILE_RIGHTS_DATE,FILE_LICENSE,FILE_SUPPLEMENTAL
"PRTOF","99676639900561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676640000561","Faculty, Librarian, and Student Collaboration","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","American Association for the Advancement of Science Annual Conference","Vancouver, British Columbia","2012","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676640000561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676640100561","Open Education Resources Colloquium","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stony Brook University Open Access Symposium","Stony Brook, NY","2018","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676640100561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676640200561","SUNY Open Access: From Resolution to Policy","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stony Brook University Open Access Symposium","Stony Brook, NY","2018","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676640200561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676640300561","The Many Faces of Library Publishing","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUNY Brockport Publishing in Libraries Conference","Brockport, NY","2015","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676640300561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676640400561","OER Program Strategies in SUNY Libraries: Four Million Dollars Later","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUNY Librarian Association Conference","","Canandaigua, NY","2018","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676640400561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676640600561","The Repository as Publisher: Opportunities and Challenges in a Dual Role","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUNY Brockport Publishing in Libraries Conference","Brockport, NY","2015","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676640600561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676640700561","Embedded Librarianship","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","New York Library Association Annual Conference","Lake Placid, NY","2015","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676640700561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676641300561","Metrics, meaning, and context: Librarian roles in reporting faculty impact and author profile curation","","","","","","","","","","","","","","","","","conference.presentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Poster presentation for Charleston Library Conference","Charleston, SC","2016","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676641300561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99676641400561","Leading Towards Sustainable Access","","","","","","","","","","","","","","","","","conference.conferencePresentation","","","","","","","","","","TR_INTEGRATION_INST___Department_of_Information_Science@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","London Info International Preconference","","London, UK","2017","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99676641400561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99696587900561","Chen hide policy","","","","","","","","","","","","","","","","","publication.abstract","","","UNKNOWN","","","","","5099271140000561","","TR_INTEGRATION_INST___School_of_Education","","","","","","","","","","","","UNKNOWN","","","","","","","","","","","","","","","","20210701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99696587900561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99701272500561","Test title for an asset","","","","","","","","","","","","","","","","","publication.abstract","","","UNKNOWN","","","","","","","TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","20211129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99701272500561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99701272600561","Logo change test","","","","","","","","","","","20211129","","","","","","publication.abstract","","","UNKNOWN","","","","","","","TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99701272600561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK","99701272600561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.25820/hjdt-rd37","","Waterway: Prairie Tunes on the Iowa Rivershed (2019) - Three Roses Waltz","","","open","owner.external","1","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99869293200561","This is my doctoral thesis","","","","","","","","Training Integration","","20220105","","","","","","","etd.doctoral","","","","eng","bla bla","","","","","TR_INTEGRATION_INST___Department_of_Literature@@TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20210406","","2021","","","","","","","","","","","","Training Integration","2","PhD","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Exegesis","","","","","","","","","","","exegesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99869293200561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99872271300561","Electron Flow Through Molecular Structures","","10.1007/978-0-387-28668-6_27","","","","","","Springer New York","New York, NY","2007","","","","","","","publication.bookChapter","","Electron Flow@@Fermi Level@@Gold Electrode@@Resonant Tunneling@@Tunneling Current","NO","eng","In this chapter, a perspective is given on some aspects of electron flow through molecular bridges. The advent of molecular electronics, drive to understand charge transfer in biological systems, and functioning of devices such as organic lightemitting diodes and dye-sensitized solar cells all require deeper understanding of this topic. Application of SPM to such studies has opened the possibility of true single—molecule measurements, but has also introduced a number of artifacts and complications into the work, notably perturbations due to the force and local electric field applied by the tip. Additional chapters in this book provide specific studies of electron flow in thiolated hydrocarbons and of electrical and electromechanical measurements on biomolecules. Here, SPM measurements on two specific systems—electron flow through DNA, and STM measurements of isolated molecules on a semiconductor surface, are developed in detail. These studies are presented in the general context of electron flow measurements through single molecules, and are compared with parallel, non-SPM techniques. The strength of SPM to combine imaging with the electrical measurement is emphasized.","","","","","TR_INTEGRATION_INST___DEP_CHEM@@TR_INTEGRATION_INST___TR_INTEGRATION_INST","","","","","","","","","","","","UNKNOWN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99872271300561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","745","715","","","","","","0387286675@@9780387286679","9780387286686@@0387286683","Scanning Probe Microscopy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99906411900561","The Salar de Atacama Basin: a Subsiding Block within the Western Edge of the Altiplano-Puna Plateau","","10.1007/978-3-540-48684-8_14","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","20060101","","","","","","","publication.bookChapter","","Gravity Anomaly@@Late Cretaceous@@Late Eocene@@Southern Central@@Volcanic Front","NO","eng","The internally drained Salar de Atacama (SdA) Basin, located in the proximal fore-arc between the present magmatic arc (Western Cordillera) to the east and the North Chilean Precordillera (Cordillera de Domeyko) to the west, represents a prominent morphological anomaly in the Central Andean Plateau. The basin is a post-Incaic feature that developed contemporaneously with the initial plateau uplift. Before 38 Ma, the magmatic arc was positioned in the present-day Precordillera; as a result, the Cretaceous to Eocene sequences that underlie younger SdA sediments were deposited in a proximal back-arc location, where a westward extending arm of the Salta Rift interfered with the magmatic arc.@@The lithospheric block underlying the SdA area has different physical properties to its surroundings. Strong, positive, isostatic residual gravity anomalies in the SdA area are caused by dense bodies that were magmatically or tectonically emplaced at depths of 10 to 15 km and 4 to 6 km, probably during Cretaceous rift processes. They contrast with gravity minima in the Precordillera and Western Cordillera. Seismic refraction profiles in the SdA lithospheric block show velocities of > 6.5 km s−1 and 7.5 kms−1 at depths of < 10 km and ∼30 km, respectively, but no clear Moho. A crustal thickness of 67 km, obtained from receiver functions, is reported, however Mesozoic and Tertiary structures do not indicate crustal thickening. Seismic tomography shows vp/vs ratios that do not reveal mantle serpentinization, and high vp and high Qp values (> 2000) point to a dense and strong lithosphere down to the plate interface.@@It is proposed that the SdA lithospheric block which, as part of the Salta Rift system in the pre-Incaic back-arc, had been hotter than the adjacent lithosphere was not cooled sufficiently to be serpentinized after the Incaic Event. Instead, mantle rocks hydrated at 600–800 °C (chlorite lherzolite) fit the measured physical properties. An episode of flat or low-angle subduction from 38 to 28 Ma, that preceded the emplacement of the modern magmatic arc in the Western Cordillera, was probably an important starting condition that allowed these processes to occur. Slab resteepening caused subsidence of the heavy SdA lithospheric block and its contact with the lower plate resisted the westward advancement of the asthenospheric wedge, thus causing the eastwardly convex curvature of the volcanic front around the east side of the SdA Basin.","","","","","TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","YES","","","","","","Frontiers in Earth Sciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WOS:000268287800014","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99906411900561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","444","333","","","","1863-4621","","3540243291@@9783540243298","3540486844@@9783540486848","New title of my book","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LINK","99906411900561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://doi.org/10.1007/978-3-540-48684-8_14_new","title","some link","published","","open","owner.external","999","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99906419900561","Bouguer and isostatic maps of the Central Andes","","","","","","","","Springer","Berlin","2006","","","","","","","publication.bookChapter","","Andes@@Applied geophysics@@Bouguer anomalies@@Central Andes@@data bases@@data processing@@geophysical methods@@gravity anomalies@@isostasy@@isostatic anomalies@@mapping@@South America","NO","eng","","","","","","TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRTOF","99906419900561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562","559","","","","","","9783540243298@@3540243291","","The Andes; active subduction orogeny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASSET","99906420100561","Adalbert Stifters Nachsommer: Subjektive Idealität: Heinrich Drendorfs Subjektkonstitution im Spiegel seiner Selbstdefinition","","","","","","","","Röhrig","","1999","","","","","","","publication.bookChapter","","1800-1899@@Der Nachsommer@@German literature@@Indian Summer@@male identity@@novel@@sex roles@@Stifter, Adalbert","NO","ger","","","","","","TR_INTEGRATION_INST___Faculty_of_Humanities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
